# Time,Rho,NinA,NinB,NoutB,Nrec
3.900000000000000133e-01,5.895135782608175207e-23,5.449082448652360711e+01,1.069533266390608472e-01,3.888779089312302865e-04,2.870835653655230970e-05
3.930000000000000160e-01,5.895135782608175207e-23,5.490690465675678666e+01,1.085917145037002957e-01,3.978326531884917206e-04,2.959860080019571308e-05
3.960000000000000187e-01,5.895135782608175207e-23,5.532293803620495964e+01,1.102424482697343250e-01,4.069235210789346737e-04,3.050840038117021423e-05
3.990000000000000213e-01,5.895135782608175207e-23,5.573892463013005738e+01,1.119055255155653184e-01,4.161515304767619307e-04,3.143800575421191903e-05
4.020000000000000240e-01,5.895135782608175207e-23,5.615486444379340725e+01,1.135809438199531923e-01,4.255176990565148081e-04,3.238766820821911029e-05
4.050000000000000266e-01,5.895135782608175207e-23,5.657075748245571845e+01,1.152687007620153137e-01,4.350230442931025368e-04,3.335763982250355134e-05
4.080000000000000293e-01,5.895135782608175207e-23,5.698660375137713885e+01,1.169687939212265132e-01,4.446685834618316433e-04,3.434817346176132955e-05
4.110000000000000320e-01,5.895135782608175207e-23,5.740240325581721947e+01,1.186812208774190164e-01,4.544553336384358198e-04,3.535952277816832096e-05
4.140000000000000346e-01,5.895135782608175207e-23,5.781815600103491448e+01,1.204059792107823046e-01,4.643843116991049806e-04,3.639194219084456767e-05
4.169999999999999818e-01,5.895135782608175207e-23,5.823386199228857407e+01,1.221430665018631984e-01,4.744565343205148613e-04,3.744568688878789853e-05
4.199999999999999845e-01,5.895135782608175207e-23,5.864952123483598712e+01,1.238924803315657741e-01,4.846730179798565625e-04,3.852101281536743246e-05
4.229999999999999871e-01,5.895135782608175207e-23,5.906513373393433142e+01,1.256542182811512531e-01,4.950347789548660950e-04,3.961817666064016975e-05
4.259999999999999898e-01,5.895135782608175207e-23,5.948069949484018792e+01,1.274282779322380432e-01,5.055428333238531653e-04,4.073743586540222184e-05
4.289999999999999925e-01,5.895135782608175207e-23,5.989621852280955494e+01,1.292146568668016693e-01,5.161981969657318580e-04,4.187904859911650835e-05
